,Delta Temperature[K],Rotational speed [rpm],Torque [Nm],Tool wear [min],label
4271,9.400000000000034,1455,39.8,118,0
4272,9.600000000000023,1647,30.8,212,0
4273,9.900000000000034,1474,37.0,33,0
4274,9.400000000000034,1545,35.9,152,0
4275,9.5,1441,36.2,169,0
4276,7.800000000000011,1392,55.8,143,0
4277,7.800000000000011,1568,37.5,135,0
4278,11.300000000000011,1399,59.0,135,0
4279,9.599999999999966,1509,46.6,125,0
4280,7.800000000000011,1432,43.7,138,0
4281,9.699999999999989,2248,16.8,204,0
4282,10.699999999999989,1288,49.5,91,0
4283,9.0,1561,34.9,106,0
4284,9.099999999999966,1454,44.4,19,0
4285,10.699999999999989,1489,40.7,212,0
4286,10.899999999999977,1754,26.8,125,0
4287,11.199999999999989,1472,46.6,157,0
4288,11.0,1445,41.8,20,0
4289,10.800000000000011,1542,40.6,28,0
4290,10.799999999999955,1407,55.2,86,0
4291,8.800000000000011,1811,24.9,183,0
4292,9.099999999999966,1791,23.8,81,0
4293,10.300000000000011,1362,56.8,216,1
4294,11.199999999999989,1833,25.2,117,0
4295,10.399999999999977,1382,54.5,17,0
4296,8.900000000000034,1505,34.9,7,0
4297,11.199999999999989,1676,30.3,151,0
4298,11.400000000000034,1496,36.3,161,0
4299,8.899999999999977,1347,50.1,213,0
4300,9.899999999999977,1686,29.3,35,0
4301,8.100000000000023,1465,48.7,60,0
4302,11.399999999999977,1471,47.2,201,0
4303,8.600000000000023,1538,36.8,208,0
4304,10.099999999999966,1566,38.2,187,0
4305,10.5,1474,41.2,156,0
4306,9.699999999999989,1453,47.3,62,0
4307,10.5,1462,49.2,158,0
4308,10.5,1820,26.6,175,0
4309,11.200000000000045,1359,51.7,146,0
4310,9.100000000000023,1499,38.1,61,0
4311,11.399999999999977,1323,44.4,207,1
4312,10.699999999999989,1505,35.2,86,0
4313,10.0,1452,40.8,56,0
4314,11.099999999999966,1570,35.6,138,0
4315,11.300000000000011,1623,37.2,177,0
4316,8.100000000000023,1817,24.7,125,0
4317,11.399999999999977,1634,31.9,0,0
4318,9.600000000000023,1605,31.1,181,0
4319,8.100000000000023,1428,46.2,139,0
4320,8.199999999999989,1511,45.7,184,0
4321,10.599999999999966,1424,42.5,58,0
4322,9.699999999999989,1432,49.8,198,0
4323,10.900000000000034,1502,43.6,169,0
4324,11.399999999999977,1576,31.1,149,0
4325,11.199999999999989,1327,63.7,21,0
4326,10.400000000000034,1408,47.9,117,0
4327,10.699999999999989,1742,27.7,13,0
4328,9.5,1624,31.6,145,0
4329,9.799999999999955,1511,40.1,107,0
4330,9.800000000000011,1675,29.2,132,0
4331,9.399999999999977,1486,39.6,147,0
4332,11.0,1302,49.6,80,0
4333,9.5,1392,43.0,197,0
4334,9.900000000000034,1538,38.3,63,0
4335,9.800000000000011,1268,55.8,155,0
4336,9.0,1526,42.5,194,0
4337,8.199999999999989,1486,36.4,160,0
4338,8.900000000000034,1486,38.5,78,0
4339,11.0,1268,60.6,119,0
4340,9.300000000000011,1932,21.9,132,0
4341,8.399999999999977,1542,39.7,141,0
4342,9.800000000000011,1412,57.5,16,0
4343,9.300000000000011,1457,44.7,195,0
4344,9.899999999999977,1624,34.2,96,0
4345,11.100000000000023,1582,33.4,121,0
4346,11.100000000000023,1462,45.1,115,0
4347,11.099999999999966,1760,28.4,56,0
4348,11.100000000000023,1438,44.5,124,0
4349,9.399999999999977,1602,33.4,106,0
4350,9.5,1457,52.5,98,0
4351,11.399999999999977,1885,25.2,24,0
4352,9.800000000000011,1528,36.2,196,0
4353,9.800000000000011,1499,44.1,166,0
4354,9.800000000000011,1424,41.4,131,0
4355,9.5,1290,70.0,139,1
4356,9.5,1322,59.5,71,0
4357,11.199999999999989,1507,42.4,108,0
4358,9.600000000000023,1542,39.2,179,0
4359,10.700000000000045,1567,34.5,204,0
4360,11.299999999999955,1390,52.1,94,0
4361,8.600000000000023,1758,26.8,116,0
4362,9.900000000000034,1596,31.8,40,0
4363,11.099999999999966,1351,56.6,126,0
4364,8.5,1417,44.6,49,0
4365,8.300000000000011,1330,53.7,200,1
4366,9.299999999999955,1889,22.7,194,0
4367,10.899999999999977,1454,42.5,35,0
4368,7.899999999999977,1580,35.6,176,0
4369,9.599999999999966,1570,35.2,23,0
4370,8.200000000000045,1497,42.8,58,0
4371,8.700000000000045,1484,45.9,169,0
4372,9.199999999999989,1802,25.4,170,0
4373,11.200000000000045,1297,48.6,76,0
4374,10.900000000000034,1542,36.1,5,0
4375,11.0,1964,21.4,15,0
4376,8.5,1651,30.9,146,0
4377,11.199999999999989,1587,34.5,115,0
4378,11.200000000000045,1466,42.5,187,0
4379,10.899999999999977,1325,52.2,127,0
4380,11.200000000000045,1491,45.3,133,0
4381,11.0,1415,47.3,169,0
4382,9.699999999999989,1496,43.4,67,0
4383,11.399999999999977,1565,36.1,127,0
4384,11.300000000000011,1498,50.2,160,0
4385,9.699999999999989,1595,32.3,46,0
4386,11.300000000000011,1471,52.3,152,0
4387,9.400000000000034,1824,26.3,5,0
4388,9.5,2000,21.9,200,0
4389,9.800000000000011,1588,35.4,114,0
4390,10.5,2161,16.5,105,0
4391,9.199999999999989,1490,44.0,41,0
4392,9.5,1700,28.2,120,0
4393,10.399999999999977,1411,49.7,161,0
4394,11.400000000000034,1511,35.7,160,0
4395,9.399999999999977,1883,23.3,100,0
4396,9.300000000000011,1326,52.4,57,0
4397,8.900000000000034,1500,44.1,122,0
4398,9.199999999999989,1539,35.1,24,0
4399,9.300000000000011,1617,34.3,101,0
4400,9.5,1631,35.1,177,0
4401,11.100000000000023,1693,28.8,56,0
4402,9.700000000000045,1375,50.8,94,0
4403,9.699999999999989,1420,41.6,155,0
4404,8.699999999999989,2344,15.2,146,0
4405,11.0,1697,27.4,121,0
4406,9.899999999999977,1507,41.4,74,0
4407,11.699999999999989,1530,40.0,206,0
4408,11.800000000000011,2027,19.8,39,0
4409,9.800000000000011,1444,48.2,24,0
4410,11.600000000000023,1670,27.3,81,0
4411,8.899999999999977,1663,31.5,81,0
4412,10.100000000000023,1689,28.9,100,0
4413,9.0,1861,21.8,84,0
4414,11.400000000000034,1628,37.4,144,0
4415,9.099999999999966,1254,54.1,19,0
4416,9.5,1606,35.5,14,0
4417,9.699999999999989,1341,59.3,134,0
4418,10.699999999999989,1610,33.6,115,0
4419,9.199999999999989,1321,51.9,114,0
4420,9.700000000000045,1957,22.1,55,0
4421,11.199999999999989,1434,53.0,144,0
4422,9.199999999999989,1481,39.7,85,0
4423,11.399999999999977,1482,42.1,15,0
4424,11.199999999999989,1629,32.6,69,0
4425,7.800000000000011,1731,33.4,112,0
4426,10.599999999999966,1472,43.9,30,0
4427,10.0,1422,47.6,15,0
4428,9.0,1989,22.4,166,0
4429,10.100000000000023,1615,35.6,158,0
4430,9.399999999999977,1397,55.2,90,0
4431,8.899999999999977,1543,34.0,55,0
4432,9.199999999999989,1526,38.2,47,0
4433,9.0,1572,37.2,192,0
4434,11.5,1509,39.3,66,0
4435,11.199999999999989,1681,28.3,116,0
4436,9.600000000000023,1423,44.2,189,0
4437,9.099999999999966,1438,51.0,211,0
4438,9.599999999999966,1355,45.8,60,0
4439,9.600000000000023,1551,40.0,20,0
4440,11.0,1609,33.2,156,0
4441,9.400000000000034,1658,31.4,89,0
4442,9.0,1603,32.4,194,0
4443,9.599999999999966,1766,26.5,145,0
4444,9.5,1668,37.8,5,0
4445,9.5,2066,19.2,150,0
4446,10.5,1702,26.7,203,0
4447,11.199999999999989,1459,46.7,84,0
4448,8.399999999999977,1611,35.6,117,0
4449,10.599999999999966,1521,39.9,15,0
4450,9.300000000000011,1700,28.7,19,0
4451,10.800000000000011,1774,25.9,154,0
4452,9.300000000000011,1451,47.5,42,0
4453,9.399999999999977,1534,39.7,115,0
4454,9.800000000000011,1464,43.2,97,0
4455,9.100000000000023,1405,51.6,62,0
4456,10.799999999999955,1544,42.3,170,0
4457,9.399999999999977,1572,44.7,84,0
4458,8.800000000000011,1506,40.8,204,0
4459,8.0,1439,43.9,30,0
4460,9.199999999999989,1398,47.2,202,0
4461,9.5,1344,51.0,206,0
4462,9.699999999999989,1242,62.0,98,0
4463,10.700000000000045,1734,27.7,70,0
4464,10.400000000000034,1295,58.9,77,0
4465,10.399999999999977,1667,28.6,18,0
4466,9.199999999999989,1290,65.3,63,0
4467,8.399999999999977,1591,33.9,119,0
4468,12.0,1296,52.3,96,0
4469,9.199999999999989,1502,42.4,133,0
4470,9.700000000000045,1492,47.7,7,0
4471,10.5,1782,23.9,24,0
4472,8.5,1765,27.3,29,0
4473,9.5,1639,30.0,161,0
4474,8.900000000000034,1563,39.2,39,0
4475,9.5,1719,29.5,62,0
4476,8.199999999999989,1659,34.7,94,0
4477,9.100000000000023,1433,48.4,178,0
4478,9.900000000000034,1484,38.0,84,0
4479,9.599999999999966,2567,12.8,125,1
4480,10.200000000000045,1393,50.3,193,0
4481,9.300000000000011,1509,46.6,95,0
4482,10.300000000000011,1412,44.1,140,0
4483,11.100000000000023,1380,53.5,192,0
4484,8.399999999999977,1356,55.5,101,1
4485,11.5,1749,28.3,83,0
4486,9.100000000000023,1547,50.7,131,0
4487,9.299999999999955,1694,27.4,44,0
4488,9.699999999999989,1940,19.9,98,0
4489,11.199999999999989,1279,55.9,152,0
4490,9.300000000000011,1555,38.9,166,0
4491,8.899999999999977,1551,37.7,64,0
4492,7.7999999999999545,1365,66.8,80,1
4493,9.599999999999966,1486,40.6,42,0
4494,11.199999999999989,1523,44.6,83,0
4495,9.900000000000034,1359,50.7,161,0
4496,10.0,1536,36.2,12,0
4497,9.699999999999989,1416,61.8,209,1
4498,9.899999999999977,1675,32.1,12,0
4499,9.900000000000034,1407,42.4,218,0
4500,9.300000000000011,1533,38.1,137,0
4501,11.300000000000011,1359,54.1,81,0
4502,10.899999999999977,1582,45.0,11,0
4503,11.199999999999989,1499,41.5,140,0
4504,11.400000000000034,1573,33.9,123,0
4505,10.800000000000011,1551,34.7,121,0
4506,9.399999999999977,1341,50.8,99,0
4507,9.0,1587,33.8,57,0
4508,11.299999999999955,1304,53.5,153,0
4509,11.399999999999977,1445,47.3,15,0
4510,9.399999999999977,1484,40.5,213,0
4511,9.300000000000011,1395,56.5,122,0
4512,10.5,1452,44.4,33,0
4513,9.600000000000023,1430,55.0,102,0
4514,9.300000000000011,1524,38.4,54,0
4515,10.400000000000034,1458,40.1,111,0
4516,12.0,1330,53.1,7,0
4517,10.900000000000034,1366,45.5,11,0
4518,9.700000000000045,1457,35.1,193,0
4519,10.300000000000011,1544,34.7,213,0
4520,11.300000000000011,1376,53.5,112,0
4521,11.100000000000023,1561,45.3,58,0
4522,9.799999999999955,1282,67.9,10,1
4523,11.100000000000023,1450,47.9,112,0
4524,11.100000000000023,1419,39.7,115,0
4525,9.300000000000011,1663,29.1,145,1
4526,11.5,1553,36.8,97,0
4527,11.199999999999989,1533,43.5,159,0
4528,8.699999999999989,1415,48.4,185,0
4529,9.800000000000011,1863,22.2,111,0
4530,10.100000000000023,1400,48.7,194,0
4531,9.599999999999966,1420,39.2,176,0
4532,8.899999999999977,1807,26.4,169,0
4533,11.400000000000034,1622,33.6,217,0
4534,9.899999999999977,1652,28.5,63,0
4535,10.5,1488,43.4,5,0
4536,8.700000000000045,1467,39.3,32,0
4537,11.5,1438,46.7,41,0
4538,9.199999999999989,1480,38.4,72,0
4539,10.699999999999989,1731,28.5,186,0
4540,9.100000000000023,1711,29.2,215,0
4541,9.099999999999966,1385,46.1,120,0
4542,10.800000000000011,1407,41.9,207,0
4543,9.399999999999977,1524,40.4,124,0
4544,9.200000000000045,1492,40.5,181,0
4545,8.900000000000034,1536,37.2,19,0
4546,8.5,1611,31.8,169,0
4547,9.800000000000011,1434,48.0,82,0
4548,8.5,1560,31.8,172,0
4549,10.5,1505,45.5,141,0
4550,9.200000000000045,1513,43.8,188,0
4551,9.199999999999989,1469,43.9,20,0
4552,10.200000000000045,1383,54.9,145,0
4553,9.600000000000023,1494,37.8,214,0
4554,9.199999999999989,1532,42.5,130,0
4555,9.300000000000011,1811,24.3,209,0
4556,9.100000000000023,1631,28.3,110,0
4557,11.100000000000023,1572,33.0,127,0
4558,10.100000000000023,1540,33.4,32,0
4559,7.699999999999989,1489,42.7,33,0
4560,11.300000000000011,1339,53.4,123,0
4561,9.5,1435,42.9,18,0
4562,9.0,1470,37.6,204,0
4563,9.5,1406,52.1,166,0
4564,11.5,1751,27.8,10,0
4565,11.5,1332,48.0,148,0
4566,9.800000000000011,1483,39.9,174,0
4567,9.300000000000011,1617,34.5,126,0
4568,11.699999999999989,1460,47.6,101,0
4569,11.5,1560,43.9,126,0
4570,9.099999999999966,1333,66.7,205,1
4571,9.399999999999977,1504,38.7,212,0
4572,11.099999999999966,1365,53.9,171,0
4573,8.800000000000011,1466,43.9,152,0
4574,10.0,1401,54.7,65,0
4575,9.399999999999977,1260,54.2,141,0
4576,11.099999999999966,1526,42.1,30,0
4577,11.400000000000034,1429,58.2,103,0
4578,9.199999999999989,1515,38.4,51,0
4579,9.700000000000045,2069,18.7,27,0
4580,8.900000000000034,1426,50.6,101,0
4581,9.5,1310,48.8,103,0
4582,10.599999999999966,1695,30.7,174,0
4583,11.400000000000034,1589,42.0,201,0
4584,9.5,1584,36.2,63,0
4585,11.399999999999977,1664,25.7,150,0
4586,11.0,1540,43.2,141,0
4587,10.099999999999966,1486,44.2,196,0
4588,8.200000000000045,1445,40.3,162,0
4589,10.099999999999966,1528,37.3,160,0
4590,9.0,1308,60.5,139,0
4591,11.399999999999977,1430,42.8,153,0
4592,7.899999999999977,1531,38.0,161,0
4593,7.800000000000011,1584,35.5,158,0
4594,9.300000000000011,1529,41.8,176,0
4595,11.100000000000023,1343,53.6,134,0
4596,11.099999999999966,1347,50.8,49,0
4597,9.5,1781,29.6,201,0
4598,8.399999999999977,1424,38.0,144,0
4599,8.799999999999955,1463,49.2,235,0
4600,8.5,1434,44.6,78,0
4601,7.800000000000011,1595,31.4,133,0
4602,8.5,1421,52.0,95,0
4603,9.5,2113,18.4,139,0
4604,11.300000000000011,1475,42.4,93,0
4605,11.099999999999966,1958,19.1,67,0
4606,9.0,1612,36.0,158,0
4607,9.0,1542,36.7,101,0
4608,9.600000000000023,1804,25.1,108,0
4609,11.100000000000023,2053,19.7,137,0
4610,8.800000000000011,1450,47.9,154,0
4611,11.100000000000023,1583,35.8,142,0
4612,9.300000000000011,1387,51.1,98,0
4613,10.699999999999989,1983,20.2,114,0
4614,11.100000000000023,1793,26.7,70,0
4615,9.199999999999989,1632,30.6,121,0
4616,8.800000000000011,1724,33.0,171,0
4617,9.699999999999989,1637,30.8,2,0
4618,11.800000000000011,1389,49.6,75,0
4619,12.0,1616,31.1,20,0
4620,9.5,1405,43.7,2,0
4621,9.099999999999966,1440,41.5,197,0
4622,8.199999999999989,1384,54.8,48,0
4623,10.899999999999977,1596,36.6,80,0
4624,9.699999999999989,1525,35.9,132,0
4625,11.100000000000023,1761,27.2,76,0
4626,11.199999999999989,1449,40.7,40,0
4627,11.100000000000023,1482,41.1,82,0
4628,11.300000000000011,1653,33.3,207,0
4629,8.899999999999977,2639,12.0,21,1
4630,11.100000000000023,1471,43.9,45,0
4631,8.599999999999966,1523,43.2,210,0
4632,8.400000000000034,1644,34.6,5,0
4633,9.599999999999966,1362,49.1,23,0
4634,9.0,1543,40.9,190,0
4635,8.199999999999989,1434,47.9,189,0
4636,10.100000000000023,1484,42.1,182,0
4637,10.0,1402,55.3,98,0
4638,11.800000000000011,1479,39.4,22,0
4639,9.699999999999989,1373,46.9,60,0
4640,11.600000000000023,1390,47.9,127,0
4641,10.199999999999989,1606,33.6,67,0
4642,10.400000000000034,1668,28.9,183,0
4643,8.600000000000023,1486,40.4,192,0
4644,9.5,1565,37.8,59,0
4645,9.800000000000011,1411,42.4,48,0
4646,11.300000000000011,1356,48.3,201,0
4647,11.0,1427,43.3,180,0
4648,11.5,2243,15.7,36,0
4649,11.100000000000023,1354,53.3,212,1
4650,10.5,1502,38.5,52,0
4651,8.5,1692,30.6,18,0
4652,9.200000000000045,1415,56.4,175,0
4653,9.900000000000034,1790,26.2,191,0
4654,9.199999999999989,1340,56.0,130,0
4655,9.100000000000023,1454,44.1,217,0
4656,11.0,1601,35.7,176,0
4657,10.300000000000011,1342,50.9,60,0
4658,11.399999999999977,1556,36.7,114,0
4659,10.300000000000011,1362,45.4,113,0
4660,10.800000000000011,1464,41.4,6,0
4661,10.399999999999977,1563,40.7,87,0
4662,11.200000000000045,1435,44.7,8,0
4663,9.5,1578,29.9,44,0
4664,10.400000000000034,1390,52.5,144,0
4665,9.699999999999989,1314,61.8,45,0
4666,11.300000000000011,1430,49.4,2,0
4667,11.0,1386,48.6,25,0
4668,9.0,1379,54.8,99,0
4669,8.700000000000045,1412,46.5,89,0
4670,9.399999999999977,1265,59.8,119,0
4671,11.899999999999977,1553,40.9,49,0
4672,9.599999999999966,1341,52.6,21,0
4673,8.100000000000023,1409,50.4,172,0
4674,8.699999999999989,1428,47.9,174,0
4675,7.900000000000034,1724,27.5,126,0
4676,9.699999999999989,1500,40.2,30,0
4677,9.199999999999989,1510,36.0,64,0
4678,9.900000000000034,1345,60.7,191,1
4679,10.800000000000011,1694,28.0,5,0
4680,10.0,1629,34.1,52,0
4681,11.0,1484,39.6,212,0
4682,8.5,1761,25.8,105,0
4683,8.600000000000023,1689,32.1,207,0
4684,9.599999999999966,1288,64.0,3,0
4685,10.800000000000011,1524,39.1,100,0
4686,9.300000000000011,1692,29.0,125,0
4687,8.599999999999966,1720,28.1,178,0
4688,8.399999999999977,1405,45.6,10,0
4689,9.800000000000011,1353,48.1,79,0
4690,11.399999999999977,1447,36.8,0,0
4691,9.199999999999989,1520,38.2,158,0
4692,10.899999999999977,1412,47.4,112,0
4693,8.600000000000023,1583,38.9,94,0
4694,9.199999999999989,1568,33.1,38,0
4695,10.099999999999966,1447,48.6,46,0
4696,9.600000000000023,1387,57.3,154,0
4697,11.0,1487,34.6,208,0
4698,10.0,1741,27.1,39,0
4699,11.400000000000034,1467,39.0,128,0
4700,9.600000000000023,1645,33.4,22,0
4701,11.199999999999989,1446,45.0,82,0
4702,11.300000000000011,1501,48.7,192,0
4703,9.600000000000023,1792,26.0,119,0
4704,9.5,1447,47.5,166,0
4705,9.200000000000045,1550,36.8,159,0
4706,11.199999999999989,1456,41.2,0,0
4707,10.899999999999977,1522,47.4,20,0
4708,9.600000000000023,1434,38.5,127,0
4709,9.400000000000034,1347,55.3,139,0
4710,9.400000000000034,1367,52.6,167,0
4711,10.199999999999989,1522,39.1,217,0
4712,10.199999999999989,1469,45.5,214,0
4713,9.399999999999977,1525,41.9,145,0
4714,11.300000000000011,1420,44.1,197,0
4715,11.5,1577,37.1,44,0
4716,9.599999999999966,1376,60.3,163,0
4717,10.800000000000011,1651,31.5,197,0
4718,10.600000000000023,1386,46.6,2,0
4719,9.800000000000011,1683,31.5,8,0
4720,11.199999999999989,1584,40.4,227,0
4721,10.899999999999977,1709,32.3,64,0
4722,9.599999999999966,2151,17.5,173,0
4723,9.0,1569,32.5,188,0
4724,11.599999999999966,1465,43.7,139,0
4725,11.099999999999966,1709,28.4,118,0
4726,10.800000000000011,1474,43.7,162,0
4727,11.0,1611,35.7,23,0
4728,10.5,1892,21.7,72,0
4729,10.300000000000011,1489,49.1,128,0
4730,9.100000000000023,1406,48.4,151,0
4731,8.800000000000011,1476,47.4,161,0
4732,12.0,1620,35.4,51,0
4733,8.599999999999966,1371,54.6,112,1
4734,11.199999999999989,1693,34.4,73,0
4735,11.899999999999977,1565,33.9,40,0
4736,9.300000000000011,1958,20.3,56,0
4737,11.300000000000011,1529,38.1,96,0
4738,9.0,1379,55.6,2,0
4739,11.399999999999977,1681,35.5,44,0
4740,11.099999999999966,1343,57.7,142,0
4741,8.0,1666,29.7,125,0
4742,9.099999999999966,1457,40.4,213,0
4743,11.400000000000034,1540,37.7,71,0
4744,10.5,1501,50.0,203,0
4745,8.099999999999966,1511,43.4,65,0
4746,9.800000000000011,1541,36.3,104,0
4747,9.399999999999977,1746,27.4,44,0
4748,9.100000000000023,1525,41.9,204,0
4749,9.5,1495,42.3,132,0
4750,10.800000000000011,1562,37.7,36,0
4751,9.600000000000023,1487,39.2,122,0
4752,10.399999999999977,1333,49.1,131,0
4753,9.100000000000023,1635,36.0,23,0
4754,10.0,1448,44.7,55,0
4755,9.400000000000034,1530,34.9,185,0
4756,9.399999999999977,1657,29.3,37,0
4757,9.099999999999966,1424,50.5,214,0
4758,10.600000000000023,1836,21.8,12,0
4759,8.800000000000011,1567,39.1,114,0
4760,7.699999999999989,1305,55.2,20,1
4761,9.800000000000011,1593,34.9,83,0
4762,9.699999999999989,1543,47.3,203,0
4763,7.800000000000011,1487,46.0,184,0
4764,9.5,1572,32.8,142,0
4765,11.399999999999977,1471,38.4,146,0
4766,9.100000000000023,1465,41.0,69,0
4767,8.800000000000011,1467,44.3,55,0
4768,10.699999999999989,1541,35.7,169,0
4769,9.199999999999989,1325,46.9,28,0
4770,10.5,1426,42.6,23,0
4771,9.800000000000011,1621,34.5,48,0
4772,8.800000000000011,1768,23.9,149,0
4773,10.0,1508,41.5,184,0
4774,11.0,1332,60.5,112,0
4775,11.400000000000034,1405,47.9,58,0
4776,9.199999999999989,1257,71.3,122,1
4777,10.100000000000023,2003,20.2,138,0
4778,9.0,1795,27.7,117,0
4779,8.199999999999989,1567,31.7,97,0
4780,9.099999999999966,1418,39.8,221,0
4781,9.300000000000011,1544,34.3,0,0
4782,11.099999999999966,1415,53.2,194,0
4783,11.400000000000034,1562,36.8,172,0
4784,11.0,1404,39.8,62,0
4785,9.200000000000045,1483,47.2,71,0
4786,11.199999999999989,1352,53.0,171,0
4787,9.699999999999989,1361,56.9,81,0
4788,10.0,1622,32.1,18,0
4789,11.0,1417,43.4,223,0
4790,9.699999999999989,1540,37.8,203,0
4791,7.900000000000034,1479,36.2,115,0
4792,11.399999999999977,1625,37.1,131,0
4793,9.900000000000034,1402,48.1,22,0
4794,11.299999999999955,1413,41.3,43,0
4795,10.600000000000023,1383,44.6,184,0
4796,11.100000000000023,2540,13.3,98,0
4797,11.200000000000045,1401,49.9,79,0
4798,9.099999999999966,1765,27.5,115,0
4799,11.099999999999966,1408,54.8,147,0
4800,9.300000000000011,1692,27.4,115,0
4801,11.0,1393,40.6,45,0
4802,10.599999999999966,2035,19.6,40,0
4803,8.899999999999977,1877,23.8,31,0
4804,8.800000000000011,1602,33.9,165,0
4805,9.699999999999989,1547,36.8,186,0
4806,9.399999999999977,1447,45.5,173,0
4807,11.099999999999966,1598,33.4,20,0
4808,11.199999999999989,1497,41.7,231,0
4809,11.300000000000011,1531,40.1,81,0
4810,8.5,1889,21.5,92,0
4811,9.100000000000023,1384,47.4,121,0
4812,10.100000000000023,1316,56.5,120,0
4813,9.300000000000011,1665,34.3,139,0
4814,11.399999999999977,1383,49.6,101,0
4815,9.900000000000034,1439,49.7,9,0
4816,9.699999999999989,1446,37.0,11,0
4817,9.199999999999989,1507,37.5,55,0
4818,8.799999999999955,1312,45.2,73,0
4819,9.0,1614,34.1,129,0
4820,9.899999999999977,1591,31.1,68,0
4821,11.300000000000011,1653,30.3,119,0
4822,11.0,1584,36.8,215,0
4823,9.599999999999966,1705,26.3,177,0
4824,9.699999999999989,1657,29.9,148,0
4825,8.300000000000011,1466,43.0,210,0
4826,11.200000000000045,1394,42.7,179,0
4827,9.199999999999989,1409,44.8,91,0
4828,11.300000000000011,1586,37.7,155,0
4829,10.5,1628,34.9,93,0
4830,10.899999999999977,1390,53.9,88,0
4831,9.699999999999989,1362,51.9,117,0
4832,11.0,1491,36.9,192,0
4833,10.899999999999977,1505,39.0,131,0
4834,11.100000000000023,1532,37.6,47,0
4835,9.799999999999955,1680,27.2,110,0
4836,9.099999999999966,1470,43.8,18,0
4837,8.399999999999977,1448,43.4,167,0
4838,9.600000000000023,1423,48.1,183,0
4839,9.699999999999989,1606,33.0,130,0
4840,8.5,1419,50.9,39,0
4841,8.899999999999977,1809,25.5,40,0
4842,9.699999999999989,2329,15.1,113,0
4843,10.199999999999989,1486,36.4,66,0
4844,9.399999999999977,1444,44.9,97,0
4845,9.600000000000023,1349,46.6,74,0
4846,9.600000000000023,1694,28.7,94,0
4847,11.399999999999977,1467,36.8,216,0
4848,9.199999999999989,1305,61.4,17,0
4849,11.099999999999966,1314,49.7,136,0
4850,9.0,1493,51.1,87,0
4851,9.400000000000034,1508,41.2,152,0
4852,11.699999999999989,1507,44.7,73,0
4853,9.399999999999977,1617,30.9,122,0
4854,8.600000000000023,1539,37.4,96,0
4855,9.800000000000011,1537,37.7,15,0
4856,10.799999999999955,1465,47.8,187,0
4857,11.899999999999977,1391,58.2,34,0
4858,11.399999999999977,1496,38.5,162,0
4859,9.400000000000034,1851,24.7,189,0
4860,11.600000000000023,1717,26.9,17,0
4861,11.0,1398,52.7,31,0
4862,11.100000000000023,1528,37.5,54,0
4863,11.100000000000023,1351,53.5,78,0
4864,11.400000000000034,1370,61.9,42,0
4865,10.5,2007,19.3,181,0
4866,9.900000000000034,1605,34.3,107,0
4867,8.899999999999977,1574,34.1,215,0
4868,9.799999999999955,1662,28.9,76,0
4869,9.5,1560,37.1,73,0
4870,9.300000000000011,1536,44.4,96,0
4871,11.599999999999966,1609,34.0,177,0
4872,8.5,1298,63.9,59,1
4873,10.300000000000011,1439,39.2,104,0
4874,11.0,1566,41.9,50,0
4875,10.100000000000023,1540,46.7,206,0
4876,10.899999999999977,1601,35.7,9,0
4877,11.300000000000011,1492,43.7,222,0
4878,11.300000000000011,1820,24.9,174,0
4879,11.099999999999966,1319,50.9,141,0
4880,10.300000000000011,1312,52.1,107,0
4881,9.300000000000011,1546,40.0,55,0
4882,9.300000000000011,1324,72.8,159,1
4883,11.099999999999966,1469,46.7,65,0
4884,10.300000000000011,1596,36.9,174,0
4885,10.900000000000034,1535,34.6,51,0
4886,9.199999999999989,1538,38.0,98,0
4887,8.799999999999955,1369,45.4,156,0
4888,11.0,1421,49.6,101,0
4889,9.0,1612,29.8,148,0
4890,9.600000000000023,1662,28.6,48,0
4891,11.100000000000023,1580,41.9,55,0
4892,8.199999999999989,1592,38.9,188,0
4893,11.400000000000034,1404,43.7,160,0
4894,10.5,1585,33.0,24,0
4895,10.899999999999977,1366,55.0,65,0
4896,9.5,1656,26.2,64,0
4897,9.300000000000011,1546,43.0,23,0
4898,11.300000000000011,1512,37.1,169,0
4899,9.100000000000023,1489,40.3,7,0
4900,10.900000000000034,1770,27.2,140,0
4901,9.100000000000023,1594,32.4,204,0
4902,9.600000000000023,1334,53.3,157,0
4903,10.599999999999966,1732,26.9,45,0
4904,11.399999999999977,1723,28.3,193,0
4905,9.5,1418,38.0,166,0
4906,9.800000000000011,1468,43.8,2,0
4907,8.599999999999966,1581,36.1,109,0
4908,11.300000000000011,1588,40.4,190,0
4909,9.0,1309,65.8,75,1
4910,9.100000000000023,1357,54.5,49,0
4911,9.800000000000011,1492,41.2,223,0
4912,11.100000000000023,1318,53.5,88,0
4913,9.199999999999989,1580,42.8,196,0
4914,11.100000000000023,1566,31.4,76,0
4915,9.100000000000023,1530,37.3,207,1
4916,9.399999999999977,1401,44.9,203,0
4917,8.699999999999989,1665,31.4,0,0
4918,10.5,2073,21.4,105,0
4919,8.899999999999977,1597,30.8,74,0
4920,11.0,1498,41.1,80,0
4921,9.5,1494,37.5,198,0
4922,9.0,1682,34.4,127,0
4923,10.0,1446,38.2,61,0
4924,9.700000000000045,1495,46.0,203,0
4925,11.199999999999989,1682,28.8,49,0
4926,8.899999999999977,1559,37.6,209,0
4927,11.100000000000023,1477,35.2,53,0
4928,11.5,1451,43.3,136,0
